 0.1000 0.9025 0.1953   b,wpt,Erovpsi3
 0.2000 0.6889 0.1964   b,wpt,Erovpsi3
 0.3000 0.5476 0.1971   b,wpt,Erovpsi3
 0.4000 0.5776 0.1969   b,wpt,Erovpsi3
 0.5000 0.5776 0.1969   b,wpt,Erovpsi3
 0.6000 0.6561 0.1966   b,wpt,Erovpsi3
 0.7000 0.7569 0.1960   b,wpt,Erovpsi3
 0.8000 0.8649 0.1955   b,wpt,Erovpsi3
 0.9000 0.4489 0.1976   b,wpt,Erovpsi3
 1.0000 0.4356 0.1977   b,wpt,Erovpsi3
 1.1000 0.3969 0.1979   b,wpt,Erovpsi3
 1.2000 0.4225 0.1977   b,wpt,Erovpsi3
 1.3000 0.4761 0.1975   b,wpt,Erovpsi3
 1.4000 0.3025 0.1983   b,wpt,Erovpsi3
 1.5000 0.2809 0.1984   b,wpt,Erovpsi3
 1.6000 0.2916 0.1984   b,wpt,Erovpsi3
 1.7000 0.2209 0.1987   b,wpt,Erovpsi3
 1.8000 0.1936 0.1989   b,wpt,Erovpsi3
 1.9000 0.1764 0.1990   b,wpt,Erovpsi3
 2.0000 0.1444 0.1991   b,wpt,Erovpsi3
 2.1000 0.1600 0.1991   b,wpt,Erovpsi3
 2.2000 0.1225 0.1992   b,wpt,Erovpsi3
 2.3000 0.1089 0.1993   b,wpt,Erovpsi3
 2.4000 0.0900 0.1994   b,wpt,Erovpsi3
 2.5000 0.0841 0.1994   b,wpt,Erovpsi3
 2.6000 0.0676 0.1995   b,wpt,Erovpsi3
 2.7000 0.0576 0.1996   b,wpt,Erovpsi3
 2.8000 0.0576 0.1996   b,wpt,Erovpsi3
 2.9000 0.0225 0.1997   b,wpt,Erovpsi3
 3.0000 0.0289 0.1997   b,wpt,Erovpsi3
