 0.1000 0.5929 0.0984   b,wpt,Erovpsi3
 0.2000 0.3600 0.0990   b,wpt,Erovpsi3
 0.3000 0.3249 0.0991   b,wpt,Erovpsi3
 0.4000 0.3481 0.0991   b,wpt,Erovpsi3
 0.5000 0.4225 0.0989   b,wpt,Erovpsi3
 0.6000 0.5329 0.0986   b,wpt,Erovpsi3
 0.7000 0.6561 0.0983   b,wpt,Erovpsi3
 0.8000 0.3364 0.0991   b,wpt,Erovpsi3
 0.9000 0.3136 0.0991   b,wpt,Erovpsi3
 1.0000 0.2916 0.0992   b,wpt,Erovpsi3
 1.1000 0.3364 0.0991   b,wpt,Erovpsi3
 1.2000 0.2116 0.0994   b,wpt,Erovpsi3
 1.3000 0.2304 0.0994   b,wpt,Erovpsi3
 1.4000 0.2209 0.0994   b,wpt,Erovpsi3
 1.5000 0.1681 0.0995   b,wpt,Erovpsi3
 1.6000 0.1600 0.0995   b,wpt,Erovpsi3
 1.7000 0.1296 0.0996   b,wpt,Erovpsi3
 1.8000 0.1296 0.0996   b,wpt,Erovpsi3
 1.9000 0.1296 0.0996   b,wpt,Erovpsi3
 2.0000 0.0961 0.0997   b,wpt,Erovpsi3
 2.1000 0.0784 0.0997   b,wpt,Erovpsi3
 2.2000 0.0784 0.0997   b,wpt,Erovpsi3
 2.3000 0.0676 0.0998   b,wpt,Erovpsi3
 2.4000 0.0441 0.0998   b,wpt,Erovpsi3
 2.5000 0.0529 0.0998   b,wpt,Erovpsi3
 2.6000 0.0400 0.0998   b,wpt,Erovpsi3
 2.7000 0.0324 0.0998   b,wpt,Erovpsi3
 2.8000 0.0289 0.0999   b,wpt,Erovpsi3
 2.9000 0.0289 0.0999   b,wpt,Erovpsi3
 3.0000 0.0196 0.0999   b,wpt,Erovpsi3
