 0.1000 0.9801 0.2923   b,wpt,Erovpsi3
 0.2000 0.7921 0.2938   b,wpt,Erovpsi3
 0.3000 0.7056 0.2944   b,wpt,Erovpsi3
 0.4000 0.8281 0.2935   b,wpt,Erovpsi3
 0.5000 0.7225 0.2943   b,wpt,Erovpsi3
 0.6000 0.7396 0.2942   b,wpt,Erovpsi3
 0.7000 0.8281 0.2935   b,wpt,Erovpsi3
 0.8000 0.9216 0.2928   b,wpt,Erovpsi3
 0.9000 0.7569 0.2941   b,wpt,Erovpsi3
 1.0000 0.5184 0.2959   b,wpt,Erovpsi3
 1.1000 0.5041 0.2960   b,wpt,Erovpsi3
 1.2000 0.4761 0.2962   b,wpt,Erovpsi3
 1.3000 0.4900 0.2961   b,wpt,Erovpsi3
 1.4000 0.5329 0.2958   b,wpt,Erovpsi3
 1.5000 0.3364 0.2973   b,wpt,Erovpsi3
 1.6000 0.3136 0.2974   b,wpt,Erovpsi3
 1.7000 0.3364 0.2973   b,wpt,Erovpsi3
 1.8000 0.2500 0.2979   b,wpt,Erovpsi3
 1.9000 0.2209 0.2981   b,wpt,Erovpsi3
 2.0000 0.2401 0.2980   b,wpt,Erovpsi3
 2.1000 0.1681 0.2985   b,wpt,Erovpsi3
 2.2000 0.1764 0.2985   b,wpt,Erovpsi3
 2.3000 0.1296 0.2988   b,wpt,Erovpsi3
 2.4000 0.1225 0.2989   b,wpt,Erovpsi3
 2.5000 0.1089 0.2990   b,wpt,Erovpsi3
 2.6000 0.0841 0.2992   b,wpt,Erovpsi3
 2.7000 0.0729 0.2992   b,wpt,Erovpsi3
 2.8000 0.0625 0.2993   b,wpt,Erovpsi3
 2.9000 0.0529 0.2994   b,wpt,Erovpsi3
 3.0000 0.0441 0.2995   b,wpt,Erovpsi3
