 0.2000 0.3700 0.0990   b,wpt,Erovpsi3
 0.4000 0.3500 0.0990   b,wpt,Erovpsi3
 0.6000 0.5400 0.0986   b,wpt,Erovpsi3
 0.8000 0.3800 0.0990   b,wpt,Erovpsi3
 1.0000 0.3100 0.0992   b,wpt,Erovpsi3
 1.2000 0.2300 0.0994   b,wpt,Erovpsi3
 1.4000 0.2100 0.0994   b,wpt,Erovpsi3
 1.6000 0.1500 0.0996   b,wpt,Erovpsi3
 1.8000 0.0900 0.0997   b,wpt,Erovpsi3
 2.0000 0.0600 0.0998   b,wpt,Erovpsi3
 2.2000 0.0100 0.0999   b,wpt,Erovpsi3
 2.4000 0.0400 0.0998   b,wpt,Erovpsi3
 2.6000 0.0000 0.0999   b,wpt,Erovpsi3
 2.8000 0.0000 0.0999   b,wpt,Erovpsi3
 3.0000 0.0000 0.0999   b,wpt,Erovpsi3
