 0.1000 0.9801 0.9745   b,wpt,Erovpsi3
 0.2000 0.9801 0.9745   b,wpt,Erovpsi3
 0.3000 0.9801 0.9745   b,wpt,Erovpsi3
 0.4000 0.9801 0.9745   b,wpt,Erovpsi3
 0.5000 0.9801 0.9745   b,wpt,Erovpsi3
 0.6000 0.9409 0.9755   b,wpt,Erovpsi3
 0.7000 0.9604 0.9750   b,wpt,Erovpsi3
 0.8000 0.9801 0.9745   b,wpt,Erovpsi3
 0.9000 0.9801 0.9745   b,wpt,Erovpsi3
 1.0000 0.9801 0.9745   b,wpt,Erovpsi3
 1.1000 0.9801 0.9745   b,wpt,Erovpsi3
 1.2000 0.7744 0.9797   b,wpt,Erovpsi3
 1.3000 0.6724 0.9823   b,wpt,Erovpsi3
 1.4000 0.6400 0.9832   b,wpt,Erovpsi3
 1.5000 0.6400 0.9832   b,wpt,Erovpsi3
 1.6000 0.6724 0.9823   b,wpt,Erovpsi3
 1.7000 0.5184 0.9862   b,wpt,Erovpsi3
 1.8000 0.4225 0.9887   b,wpt,Erovpsi3
 1.9000 0.4225 0.9887   b,wpt,Erovpsi3
 2.0000 0.4356 0.9883   b,wpt,Erovpsi3
 2.1000 0.3364 0.9908   b,wpt,Erovpsi3
 2.2000 0.3025 0.9917   b,wpt,Erovpsi3
 2.3000 0.2704 0.9925   b,wpt,Erovpsi3
 2.4000 0.2304 0.9935   b,wpt,Erovpsi3
 2.5000 0.2401 0.9933   b,wpt,Erovpsi3
 2.6000 0.2304 0.9935   b,wpt,Erovpsi3
 2.7000 0.1681 0.9951   b,wpt,Erovpsi3
 2.8000 0.1681 0.9951   b,wpt,Erovpsi3
 2.9000 0.1296 0.9960   b,wpt,Erovpsi3
 3.0000 0.1156 0.9964   b,wpt,Erovpsi3
