 0.2000 0.8200 0.2936   b,wpt,Erovpsi3
 0.4000 0.8300 0.2935   b,wpt,Erovpsi3
 0.6000 0.7500 0.2941   b,wpt,Erovpsi3
 0.8000 0.9300 0.2927   b,wpt,Erovpsi3
 1.0000 0.5600 0.2956   b,wpt,Erovpsi3
 1.2000 0.4800 0.2962   b,wpt,Erovpsi3
 1.4000 0.5500 0.2956   b,wpt,Erovpsi3
 1.6000 0.3300 0.2973   b,wpt,Erovpsi3
 1.8000 0.2400 0.2980   b,wpt,Erovpsi3
 2.0000 0.2400 0.2980   b,wpt,Erovpsi3
 2.2000 0.1500 0.2987   b,wpt,Erovpsi3
 2.4000 0.1100 0.2990   b,wpt,Erovpsi3
 2.6000 0.0600 0.2993   b,wpt,Erovpsi3
 2.8000 0.0400 0.2995   b,wpt,Erovpsi3
 3.0000 0.0100 0.2997   b,wpt,Erovpsi3
